key,clip_type,rt60_video,drr_video,drr_audio,rt60_audio,delta_rt60,delta_drr,discrepancy_raw,discrepancy_norm,label
train/id00012/21Uxsk56VDQ/00001/fake_video_fake_audio.mp4,fake_video_fake_audio,4.674274512607002,-18.33523244807013,-5.874131658230837,1.37,3.3042745126070017,12.461100789839293,12.891751740907738,3.5940720277988665,both_fake
train/id00012/21Uxsk56VDQ/00001/real.mp4,real,2.6175384304678007,-19.21147581403781,-5.816251650794449,1.511,1.1065384304678008,13.395224163243363,13.440850333280295,3.8110839273791837,real
train/id00012/21Uxsk56VDQ/00001/real_video_fake_audio.mp4,real_video_fake_audio,3.5788259124022987,-17.925739472968807,-5.874131658230837,1.37,2.2088259124022986,12.05160781473797,12.252353358908367,3.4487699317646077,audio_fake
train/id00012/21Uxsk56VDQ/00002/fake_video_fake_audio.mp4,fake_video_fake_audio,2.6527612802550977,-20.300998139271567,-6.029720379380659,1.318,1.3347612802550977,14.271277759890907,14.333560498886,4.062033524933328,both_fake
train/id00012/21Uxsk56VDQ/00002/real_video_fake_audio.mp4,real_video_fake_audio,2.257073967171153,-15.794207517089689,-6.029720379380659,1.318,0.939073967171153,9.764487137709029,9.809539692478115,2.7795696110831627,audio_fake
train/id00012/21Uxsk56VDQ/00003/fake_video_fake_audio.mp4,fake_video_fake_audio,5.175544811672779,-17.60062168764646,-6.163152645482862,1.475,3.700544811672779,11.437469042163597,12.021219987740388,3.322805967642766,both_fake
train/id00012/21Uxsk56VDQ/00003/real.mp4,real,5.165720510691883,-18.87486676262981,-6.312278873977103,1.484,3.681720510691883,12.562587888652708,13.090977059752758,3.6353009846013267,real
train/id00012/21Uxsk56VDQ/00003/real_video_fake_audio.mp4,real_video_fake_audio,10.84804797696271,-14.027459478239512,-6.163152645482862,1.475,9.37304797696271,7.86430683275665,12.23525031775761,2.844884693642041,audio_fake
train/id00012/21Uxsk56VDQ/00004/fake_video_fake_audio.mp4,fake_video_fake_audio,2.787321590585269,-11.073930316816725,-6.367712662560345,2.412,0.37532159058526915,4.706217654256379,4.721159911038163,1.3388335889212457,both_fake
train/id00012/21Uxsk56VDQ/00004/real.mp4,real,2.492219502267103,-14.626834051142229,-6.449600359812001,1.903,0.589219502267103,8.177233691330228,8.19843463500674,2.3256819301287677,real
train/id00012/21Uxsk56VDQ/00004/real_video_fake_audio.mp4,real_video_fake_audio,3.372003630320408,-12.425273120000815,-6.367712662560345,2.412,0.9600036303204083,6.05756045744047,6.133159517391893,1.7303023359120224,audio_fake
train/id00012/21Uxsk56VDQ/00006/fake_video_fake_audio.mp4,fake_video_fake_audio,2.6309647192328245,-21.523984654952997,-3.615274335027915,1.787,0.8439647192328246,17.90871031992508,17.9285856042885,5.090101114452141,both_fake
train/id00012/21Uxsk56VDQ/00006/real.mp4,real,12.400124336172697,-16.76773303306691,-3.2285401706562333,1.729,10.671124336172696,13.539192862410678,17.238985990005602,4.337593239119455,real
train/id00012/21Uxsk56VDQ/00006/real_video_fake_audio.mp4,real_video_fake_audio,2.799934068916804,-20.015071941769182,-3.615274335027915,1.787,1.0129340689168043,16.399797606741267,16.431049782958144,4.662854069470361,audio_fake
train/id00012/21Uxsk56VDQ/00007/fake_video_fake_audio.mp4,fake_video_fake_audio,17.2669227252908,-8.451123761441199,-6.426682229055578,1.465,15.801922725290801,2.0244415323856213,15.931074205279119,3.024436599373418,both_fake
train/id00012/21Uxsk56VDQ/00007/real.mp4,real,2.411585904623656,-15.976634719883313,-6.5657628761041495,1.43,0.9815859046236561,9.410871843779162,9.461924738032492,2.679860302288224,real
train/id00012/21Uxsk56VDQ/00007/real_video_fake_audio.mp4,real_video_fake_audio,2.470967643618498,-17.702759813658652,-6.426682229055578,1.465,1.0059676436184979,11.276077584603074,11.320861124225278,3.208958185502706,audio_fake
train/id00012/21Uxsk56VDQ/00009/real.mp4,real,4.530986889201438,-16.83240987077808,-5.705794922118502,1.624,2.906986889201438,11.126614948659578,11.500092738309714,3.207775612267891,real
train/id00012/21Uxsk56VDQ/00009/real_video_fake_audio.mp4,real_video_fake_audio,16.478149807940845,-17.578828430652955,-5.951455471772931,1.693,14.785149807940845,11.627372958880024,18.809477844112198,4.31617872003074,audio_fake
train/id00012/21Uxsk56VDQ/00010/fake_video_fake_audio.mp4,fake_video_fake_audio,2.303197325441332,-17.991348732101564,-6.477041662229829,1.301,1.002197325441332,11.514307069871734,11.55784005679348,3.2764801739637295,both_fake
train/id00012/21Uxsk56VDQ/00010/real.mp4,real,4.715341887093508,-15.468219804947198,-6.243038712823497,1.258,3.4573418870935084,9.225181092123702,9.851760203472674,2.700072636307266,real
train/id00012/21Uxsk56VDQ/00010/real_video_fake_audio.mp4,real_video_fake_audio,2.673486988630476,-17.738738727095658,-6.477041662229829,1.301,1.3724869886304762,11.261697064865828,11.345022755145429,3.209678401817152,audio_fake
train/id00012/21Uxsk56VDQ/00012/fake_video_fake_audio.mp4,fake_video_fake_audio,12.576746416369575,-12.52837326016927,-4.640924688562954,1.314,11.262746416369575,7.887448571606315,13.749956429355702,3.082148918402405,both_fake
train/id00012/21Uxsk56VDQ/00012/real.mp4,real,2.3807309578293285,-16.65660855137938,-4.189983220740436,1.571,0.8097309578293286,12.466625330638944,12.49289443478155,3.5448718494426013,real
train/id00012/21Uxsk56VDQ/00012/real_video_fake_audio.mp4,real_video_fake_audio,14.100188427323973,-17.206485625927893,-4.640924688562954,1.314,12.786188427323973,12.565560937364939,17.927072716137044,4.302933769907116,audio_fake
train/id00012/21Uxsk56VDQ/00014/fake_video_fake_audio.mp4,fake_video_fake_audio,2.853821496752203,-15.611985843913176,-8.169576763725651,1.554,1.2998214967522028,7.442409080187526,7.55506378796876,2.128351618351288,both_fake
train/id00012/21Uxsk56VDQ/00014/real.mp4,real,2.010503989170545,-17.199999046064118,-8.090067903370846,1.301,0.709503989170545,9.109931142693272,9.137518335700436,2.5914437840324207,real
train/id00012/21Uxsk56VDQ/00014/real_video_fake_audio.mp4,real_video_fake_audio,3.913586419584888,-16.21211018942922,-8.169576763725651,1.554,2.359586419584888,8.04253342570357,8.38152682839163,2.3274010296026697,audio_fake
train/id00012/2DLq_Kkc1r8/00017/fake_video_fake_audio.mp4,fake_video_fake_audio,1.5866133844245411,-11.418772725046605,-3.7906127394438314,1.505,0.08161338442454125,7.628159985602773,7.628596562308727,2.1671146362897296,both_fake
train/id00012/2DLq_Kkc1r8/00017/real.mp4,real,2.7760118099899995,-12.445051400321743,-3.644426293356328,1.648,1.1280118099899996,8.800625106965416,8.872621535759707,2.5091110441676383,real
train/id00012/2DLq_Kkc1r8/00017/real_video_fake_audio.mp4,real_video_fake_audio,2.5005765965359137,-13.090310083916696,-3.7906127394438314,1.505,0.9955765965359138,9.299697344472865,9.35283611843839,2.6485372578771695,audio_fake
train/id00012/2DLq_Kkc1r8/00018/fake_video_fake_audio.mp4,fake_video_fake_audio,1.4915373372279497,-11.736891268573736,-2.8417639876252823,1.2,0.2915373372279497,8.895127280948454,8.89990355921183,2.527582910131658,both_fake
train/id00012/2DLq_Kkc1r8/00018/real.mp4,real,1.5976912859257069,-9.020057638196713,-2.6085759177140733,1.102,0.49569128592570677,6.411481720482639,6.430614877523432,1.8237979911741102,real
train/id00012/2DLq_Kkc1r8/00018/real_video_fake_audio.mp4,real_video_fake_audio,2.243654898782316,-11.45797563584826,-2.8417639876252823,1.2,1.043654898782316,8.61621164822298,8.679188828152414,2.4555961507119575,audio_fake
train/id00012/_raOc3-IRsw/00110/fake_video_fake_audio.mp4,fake_video_fake_audio,2.37249183952425,-19.77504046423112,-10.923739563086707,1.547,0.8254918395242499,8.851300901144414,8.889711155021914,2.5193183751502315,both_fake
train/id00012/_raOc3-IRsw/00110/real.mp4,real,1.772020087350788,-20.79342203393113,-10.930634896211767,1.573,0.19902008735078813,9.862787137719362,9.864794935483028,2.802138246350764,real
train/id00012/_raOc3-IRsw/00110/real_video_fake_audio.mp4,real_video_fake_audio,2.6625402757235967,-17.207122720779402,-10.923739563086707,1.547,1.1155402757235968,6.283383157692695,6.381640385758015,1.797292249886793,audio_fake
train/id00012/aE4Om0EEiuk/00115/fake_video_fake_audio.mp4,fake_video_fake_audio,4.487768922537441,-10.961418196450763,-8.470556588231945,1.925,2.5627689225374413,2.490861608218818,3.573818140535715,0.8559343684161729,both_fake
train/id00012/aE4Om0EEiuk/00115/real.mp4,real,1.812411706785177,-17.71342634046242,-8.367441399378192,2.366,0.5535882932148231,9.345984941084227,9.362365861114254,2.6571088785597836,real
train/id00012/aE4Om0EEiuk/00116/fake_video_fake_audio.mp4,fake_video_fake_audio,2.176737759834521,-15.58814067421148,-7.217216741117923,2.586,0.4092622401654791,8.370923933093557,8.380922567048557,2.379312997003791,both_fake
train/id00012/aE4Om0EEiuk/00116/real.mp4,real,2.425102375389508,-16.917119289878,-7.286450879458478,3.253,0.8278976246104923,9.63066841041952,9.666187899492133,2.740365954330859,real
train/id00012/aE4Om0EEiuk/00116/real_video_fake_audio.mp4,real_video_fake_audio,3.044996996106684,-13.15332454058404,-7.217216741117923,2.586,0.4589969961066842,5.936107799466116,5.953826840723319,1.6885745824087246,audio_fake
train/id00012/aE4Om0EEiuk/00117/fake_video_fake_audio.mp4,fake_video_fake_audio,23.879747354656946,-18.47788723788168,-7.184230793112647,3.666,20.213747354656945,11.293656444769034,23.154745906841082,4.971964506210549,both_fake
train/id00012/aE4Om0EEiuk/00117/real.mp4,real,1.7989011954005936,-19.290296848437524,-7.141534686660936,3.3,1.5010988045994063,12.148762161776588,12.241148626031151,3.4628111061555624,real
train/id00012/aE4Om0EEiuk/00117/real_video_fake_audio.mp4,real_video_fake_audio,1.618206397466359,-11.689307460076224,-7.184230793112647,3.666,2.047793602533641,4.505076666963577,4.948653798135141,1.3364266817620534,audio_fake
