relative_file,raw_wav,direct_wav,sample_rate,num_samples_aligned,lag_samples,lag_ms,direct_gain,active_ratio,raw_energy_aligned,drr_all_db,direct_energy_all,reverb_energy_all,drr_active_db,direct_energy_active,reverb_energy_active,window_count,drr_win_mean_db,drr_win_median_db,drr_win_std_db,drr_win_min_db,drr_win_max_db,error
train/id00012/21Uxsk56VDQ/00001/fake_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00001/fake_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00001/fake_video_fake_audio.wav,16000,152562,14,0.875,0.029506651228358903,0.9926456129311362,22.551260316744447,-5.874131896563073,4.633172509629472,17.9180878071148,-5.874131658230837,4.633172395354092,17.918086381862977,18,-5.911308947334608,-5.961028818453016,0.656915227218385,-7.008418353153806,-4.54965931378267,
train/id00012/21Uxsk56VDQ/00001/real.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00001/real.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00001/real.wav,16000,151538,14,0.875,0.029576177925359208,0.9982974567435231,22.67897204402834,-5.8162518391932485,4.708944388453179,17.970027655574988,-5.816251650794449,4.708944288736995,17.97002649549586,17,-5.781803416274374,-5.753065134590902,0.6529837641241554,-6.986907350972622,-4.525546197220588,
train/id00012/21Uxsk56VDQ/00001/real_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00001/real_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00001/real_video_fake_audio.wav,16000,152562,14,0.875,0.029506651228358903,0.9926456129311362,22.551260316744447,-5.874131896563073,4.633172509629472,17.9180878071148,-5.874131658230837,4.633172395354092,17.918086381862977,18,-5.911308947334608,-5.961028818453016,0.656915227218385,-7.008418353153806,-4.54965931378267,
train/id00012/21Uxsk56VDQ/00002/fake_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00002/fake_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00002/fake_video_fake_audio.wav,16000,240625,15,0.9375,0.031066709263078134,0.9957402597402597,35.96988761331886,-6.029720379380659,7.181898880908742,28.787988732409925,-6.029720379380659,7.181898880908742,28.787988732409925,29,-5.931198485335254,-5.980284397281896,1.0599005735920308,-8.3707162487718,-4.124562255328813,
train/id00012/21Uxsk56VDQ/00002/real_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00002/real_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00002/real_video_fake_audio.wav,16000,240625,15,0.9375,0.031066709263078134,0.9957402597402597,35.96988761331886,-6.029720379380659,7.181898880908742,28.787988732409925,-6.029720379380659,7.181898880908742,28.787988732409925,29,-5.931198485335254,-5.980284397281896,1.0599005735920308,-8.3707162487718,-4.124562255328813,
train/id00012/21Uxsk56VDQ/00003/fake_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00003/fake_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00003/fake_video_fake_audio.wav,16000,160753,15,0.9375,0.0342281829378731,0.9958134529371147,72.60883811395615,-6.163152694813769,14.144189711477946,58.46464840247797,-6.163152645482862,14.144189701684159,58.46464769790379,19,-5.973751072654695,-5.438433988123611,1.2561476460587508,-8.557481597832208,-3.9903440187168315,
train/id00012/21Uxsk56VDQ/00003/real.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00003/real.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00003/real.wav,16000,159729,15,0.9375,0.033501494498547814,0.9991923820971771,76.13390599004924,-6.312278889117499,14.425111356931719,61.7087946331173,-6.312278873977103,14.425111351437778,61.70879439448541,18,-6.090321337270854,-5.605258778905105,1.1182563912768195,-7.830501221228876,-4.32609074772122,
train/id00012/21Uxsk56VDQ/00003/real_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00003/real_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00003/real_video_fake_audio.wav,16000,160753,15,0.9375,0.0342281829378731,0.9958134529371147,72.60883811395615,-6.163152694813769,14.144189711477946,58.46464840247797,-6.163152645482862,14.144189701684159,58.46464769790379,19,-5.973751072654695,-5.438433988123611,1.2561476460587508,-8.557481597832208,-3.9903440187168315,
train/id00012/21Uxsk56VDQ/00004/fake_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00004/fake_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00004/fake_video_fake_audio.wav,16000,81904,16,1.0,0.031834228648397384,0.9855440515725727,51.284835767932236,-6.367712662560345,9.616821191594688,41.66801457633734,-6.367712662560345,9.616821191594688,41.66801457633734,9,-6.402657302982895,-6.403947560925337,1.0509623507563683,-8.402983438848784,-5.189731825388889,
train/id00012/21Uxsk56VDQ/00004/real.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00004/real.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00004/real.wav,16000,81904,16,1.0,0.031273036306588654,0.9953115842938074,53.3788395030424,-6.449600359812,9.857045347925624,43.52179415511659,-6.449600359812001,9.85704534792562,43.52179415511658,9,-6.445852400023951,-6.546891726148925,0.9874794848624255,-8.217425625318068,-5.220476699461447,
train/id00012/21Uxsk56VDQ/00004/real_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00004/real_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00004/real_video_fake_audio.wav,16000,81904,16,1.0,0.031834228648397384,0.9855440515725727,51.284835767932236,-6.367712662560345,9.616821191594688,41.66801457633734,-6.367712662560345,9.616821191594688,41.66801457633734,9,-6.402657302982895,-6.403947560925337,1.0509623507563683,-8.402983438848784,-5.189731825388889,
train/id00012/21Uxsk56VDQ/00006/fake_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00006/fake_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00006/fake_video_fake_audio.wav,16000,91120,16,1.0,0.04050300851601828,0.9912203687445127,35.85657227784395,-3.615274335027914,10.869122800949958,24.987449476893666,-3.615274335027915,10.869122800949956,24.987449476893666,10,-3.521144688725234,-3.1356374280857118,1.096454471653132,-5.403684908354304,-2.062416906759887,
train/id00012/21Uxsk56VDQ/00006/real.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00006/real.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00006/real.wav,16000,88048,16,1.0,0.04127189404426587,0.9985462475013629,34.79782041255385,-3.2285401706562338,11.213992829730808,23.583827582822696,-3.2285401706562333,11.21399282973081,23.583827582822696,10,-3.0501637263378414,-2.5710115669918174,1.0796318988198066,-5.473367844625125,-2.187238872911278,
train/id00012/21Uxsk56VDQ/00006/real_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00006/real_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00006/real_video_fake_audio.wav,16000,91120,16,1.0,0.04050300851601828,0.9912203687445127,35.85657227784395,-3.615274335027914,10.869122800949958,24.987449476893666,-3.615274335027915,10.869122800949956,24.987449476893666,10,-3.521144688725234,-3.1356374280857118,1.096454471653132,-5.403684908354304,-2.062416906759887,
train/id00012/21Uxsk56VDQ/00007/fake_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00007/fake_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00007/fake_video_fake_audio.wav,16000,167921,15,0.9375,0.03646377391280486,0.9928478272521007,162.6987068168819,-6.426682932876031,30.17375511349855,132.52495170338307,-6.426682229055578,30.17375503159539,132.52492986658166,19,-6.163092869800478,-6.512954126808353,1.3114199316564878,-8.014130318714043,-3.8329249845413162,
train/id00012/21Uxsk56VDQ/00007/real.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00007/real.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00007/real.wav,16000,167921,15,0.9375,0.035605727939417436,0.9961827287831778,169.86649143975228,-6.56576287610415,30.68957779939428,139.17691364035775,-6.5657628761041495,30.689577799394282,139.17691364035772,19,-6.059890143365478,-6.059625224013951,1.3552504822688105,-8.08663079043007,-3.498703049044718,
train/id00012/21Uxsk56VDQ/00007/real_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00007/real_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00007/real_video_fake_audio.wav,16000,167921,15,0.9375,0.03646377391280486,0.9928478272521007,162.6987068168819,-6.426682932876031,30.17375511349855,132.52495170338307,-6.426682229055578,30.17375503159539,132.52492986658166,19,-6.163092869800478,-6.512954126808353,1.3114199316564878,-8.014130318714043,-3.8329249845413162,
train/id00012/21Uxsk56VDQ/00009/real.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00009/real.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00009/real.wav,16000,152560,16,1.0,0.04073984743981092,0.9958049292081804,178.0378476427868,-5.705794922118503,37.717380950944104,140.3204666918424,-5.705794922118502,37.717380950944104,140.32046669184237,18,-5.3487017461634165,-5.362751809535418,1.3011416847868902,-8.038184792444497,-3.3294127076163638,
train/id00012/21Uxsk56VDQ/00009/real_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00009/real_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00009/real_video_fake_audio.wav,16000,154608,16,1.0,0.040313065273052624,0.9919279726792921,174.81417138967663,-5.951455471772931,35.41027928436271,139.4038921053136,-5.951455471772931,35.410279284362716,139.40389210531362,18,-5.849533216367794,-5.5158594144829936,1.556541970935993,-9.944381830011697,-3.9899022935746062,
train/id00012/21Uxsk56VDQ/00010/fake_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00010/fake_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00010/fake_video_fake_audio.wav,16000,103407,17,1.0625,0.03624574319522266,0.9848462870018471,75.78720417432487,-6.477041662229831,13.923063882970126,61.86414029135449,-6.477041662229829,13.92306388297013,61.86414029135448,11,-6.51721993631798,-5.693677094249011,1.4720834808290841,-10.180470108902892,-5.158745838939053,
train/id00012/21Uxsk56VDQ/00010/real.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00010/real.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00010/real.wav,16000,104431,17,1.0625,0.0365595239147242,0.9951068169413296,77.09220255818218,-6.2430387128234965,14.79636835591536,62.29583420226655,-6.243038712823497,14.796368355915359,62.29583420226656,12,-6.057172589079257,-5.569354352048491,1.5905707795016555,-10.147066168762265,-3.8776077404173788,
train/id00012/21Uxsk56VDQ/00010/real_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00010/real_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00010/real_video_fake_audio.wav,16000,103407,17,1.0625,0.03624574319522266,0.9848462870018471,75.78720417432487,-6.477041662229831,13.923063882970126,61.86414029135449,-6.477041662229829,13.92306388297013,61.86414029135448,11,-6.51721993631798,-5.693677094249011,1.4720834808290841,-10.180470108902892,-5.158745838939053,
train/id00012/21Uxsk56VDQ/00012/fake_video_fake_audio.wav,AVDeepfake1M_local/wavs_subset_600/train/id00012/21Uxsk56VDQ/00012/fake_video_fake_audio.wav,AVDeepfake1M_local/direct_wavs_subset_600/train/id00012/21Uxsk56VDQ/00012/fake_video_fake_audio.wav,16000,91120,16,1.0,0.04064105738731954,0.9947322212467077,39.3934850692749,-4.640929042527347,10.071608867788107,29.32187620148646,-4.640924688562954,10.071608160501693,29.321844746076053,10,-4.6346320547777005,-4.272313766227719,1.412454107928029,-7.419791756122525,-2.9824359235536084,
